DateTime,Nifty Microcap 250
05-08-2020 0:00,4165.76
06-08-2020 0:00,4212.93
07-08-2020 0:00,4266.32
10-08-2020 0:00,4347.82
11-08-2020 0:00,4358.32
12-08-2020 0:00,4379.59
13-08-2020 0:00,4425.63
14-08-2020 0:00,4368.88
17-08-2020 0:00,4419.82
18-08-2020 0:00,4492.35
19-08-2020 0:00,4553.75
20-08-2020 0:00,4621.51
21-08-2020 0:00,4689.66
24-08-2020 0:00,4766
25-08-2020 0:00,4778.45
26-08-2020 0:00,4825.87
27-08-2020 0:00,4829.13
28-08-2020 0:00,4770.88
31-08-2020 0:00,4514.05
01-09-2020 0:00,4497.92
02-09-2020 0:00,4580.66
03-09-2020 0:00,4607.04
04-09-2020 0:00,4545.26
07-09-2020 0:00,4543.24
08-09-2020 0:00,4484.66
09-09-2020 0:00,4417.98
10-09-2020 0:00,4496.9
11-09-2020 0:00,4524.29
14-09-2020 0:00,4645.15
15-09-2020 0:00,4684.42
16-09-2020 0:00,4707.06
17-09-2020 0:00,4677.12
18-09-2020 0:00,4674.96
21-09-2020 0:00,4495.67
22-09-2020 0:00,4410.6
23-09-2020 0:00,4423.53
24-09-2020 0:00,4303.68
25-09-2020 0:00,4425.79
28-09-2020 0:00,4513.45
29-09-2020 0:00,4532.37
30-09-2020 0:00,4531.12
01-10-2020 0:00,4565.22
05-10-2020 0:00,4606.48
06-10-2020 0:00,4653.08
07-10-2020 0:00,4606.37
08-10-2020 0:00,4594.29
09-10-2020 0:00,4595.54
12-10-2020 0:00,4533.75
13-10-2020 0:00,4544.14
14-10-2020 0:00,4550.22
15-10-2020 0:00,4471.18
16-10-2020 0:00,4487.38
19-10-2020 0:00,4534.68
20-10-2020 0:00,4558.36
21-10-2020 0:00,4563.16
22-10-2020 0:00,4597.85
23-10-2020 0:00,4655.15
26-10-2020 0:00,4606.87
27-10-2020 0:00,4599.95
28-10-2020 0:00,4561.89
29-10-2020 0:00,4549.42
30-10-2020 0:00,4562.47
02-11-2020 0:00,4527.97
03-11-2020 0:00,4544.83
04-11-2020 0:00,4552.88
05-11-2020 0:00,4621.91
06-11-2020 0:00,4644.52
09-11-2020 0:00,4664.86
10-11-2020 0:00,4627.75
11-11-2020 0:00,4655.33
12-11-2020 0:00,4713.04
13-11-2020 0:00,4771.22
14-11-2020 0:00,4839.75
17-11-2020 0:00,4894.72
18-11-2020 0:00,4947.48
19-11-2020 0:00,4943.52
20-11-2020 0:00,4977
23-11-2020 0:00,5019.8
24-11-2020 0:00,5046.62
25-11-2020 0:00,5023.27
26-11-2020 0:00,5094.88
27-11-2020 0:00,5132.02
01-12-2020 0:00,5231.25
02-12-2020 0:00,5275.76
03-12-2020 0:00,5374.21
04-12-2020 0:00,5404.47
07-12-2020 0:00,5553.23
08-12-2020 0:00,5542.81
09-12-2020 0:00,5598.98
10-12-2020 0:00,5593.98
11-12-2020 0:00,5640.21
14-12-2020 0:00,5697.04
15-12-2020 0:00,5703.42
16-12-2020 0:00,5732.5
17-12-2020 0:00,5698.05
18-12-2020 0:00,5656.05
21-12-2020 0:00,5334.35
22-12-2020 0:00,5377.32
23-12-2020 0:00,5589.92
24-12-2020 0:00,5614.53
28-12-2020 0:00,5736.11
29-12-2020 0:00,5799.09
30-12-2020 0:00,5812.28
31-12-2020 0:00,5831.84
01-01-2021 0:00,5883.21
04-01-2021 0:00,5969.03
05-01-2021 0:00,6004.57
06-01-2021 0:00,6013.58
07-01-2021 0:00,6073.87
08-01-2021 0:00,6103.33
11-01-2021 0:00,6080.58
12-01-2021 0:00,6121.39
13-01-2021 0:00,6073.8
